peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,QC,Size1,Size2,Size3,Size4,Size5,Size6,QC_N,QC1_1,QC1_2,QC2_1,QC2_2,QC3_1,QC3_2,QC4_1,QC4_2,Size_1_1,Size_1_2,Size_1_3,Size_2_1,Size_2_2,Size_2_3,Size_3_1,Size_3_2,Size_3_3,Size_4_1,Size_4_2,Size_5_1,Size_5_2,Size_6_1,Size_6_2
M754T225_NEG,754.2755065234163,754.2755065234163,754.2755065234163,224.55630493164062,224.55630493164062,224.55630493164062,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964923.4827914054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M754T143_NEG,754.2909851396373,754.2895585285942,754.2918782705575,143.19950103759766,142.4011993408203,150.01663208007812,10,2,1,0,2,1,2,2,NA,NA,810160.3515234358,NA,NA,NA,679434.2667953137,NA,NA,NA,1984448.043839584,NA,NA,NA,NA,969507.3377226575,NA,969507.3377226575,2122998.436423077,NA,816419.919723632,1138814.2710833352,1739207.115143753,660721.5116417411
M755T70_NEG,754.5022321915574,754.5011734594062,754.5044755170392,69.61663818359375,67.95732116699219,70.0444564819336,11,2,3,0,3,1,1,1,NA,NA,NA,NA,1382134.4907388408,NA,927640.5458581265,NA,NA,1717317.7976236602,1464996.9875989745,3279753.4021961773,NA,NA,NA,1863635.7553961803,1913728.74146719,1863635.7553961803,NA,2516554.4774125,NA,1412009.9526531275,1393300.0655049977,NA
M755T118_NEG,754.5022501863855,754.500984063948,754.5037158192223,118.18468475341797,117.32833099365234,119.64588928222656,5,0,0,2,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498862.34047395893,1145680.2171527771,NA,NA,NA,NA,NA,NA,945368.2410777694,952155.4626035158,NA,420283.23644531245
M755T93_NEG,754.5029606634124,754.5027549335069,754.5031663933179,93.45000457763672,93.29846954345703,93.6015396118164,2,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804710.9784306248,NA,679913.0744537483,NA,NA
M755T155_NEG,755.044947533866,755.0434225558698,755.0473253243572,154.54489135742188,147.32647705078125,173.7708740234375,26,7,3,3,3,2,2,2,8729992.705139067,NA,8597836.767083336,NA,10516543.441500003,6685317.933705359,7836627.106903647,5240963.607913145,10437990.948662328,10584852.518671568,6395655.0174485315,6614205.115139653,7413275.6838717135,4994570.076471353,5333637.053281242,5580003.590046878,5052628.913568752,5580003.590046878,8125438.897265634,6937614.337388673,10139014.882166822,7689950.831175272,6009353.768767581,8793018.237397455
M755T376_NEG,755.2058596221686,755.2035627529418,755.2072882671723,376.2243957519531,366.36077880859375,381.20367431640625,15,5,1,2,2,1,2,2,468464.1926562528,NA,388664.54706689366,1876597.013335942,NA,802372.8797617203,NA,589795.0044151759,NA,NA,580158.8095898433,NA,824833.1345696031,911776.5028242191,NA,1294285.4904562472,NA,1294285.4904562472,NA,645150.5581812502,1022490.9004953112,591639.8123611121,318006.34429921716,627340.5031562498
M755T103_NEG,755.1991709179929,755.1991709179929,755.1991709179929,102.998046875,102.998046875,102.998046875,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741782.3832531255
M755T523_NEG,755.2245456359223,755.2223988774701,755.2254710906928,522.8863525390625,521.8502197265625,525.29693603515625,24,9,3,3,3,2,2,2,48972104.57160075,12395102.56175506,55800585.458105534,10306897.41285154,52899134.99488389,26800777.965747073,54991928.550714165,32429121.43399481,54681961.340116635,52520817.74802853,35139933.74988294,40285459.40687937,58202725.584808275,73570952.62930875,96843124.47586522,23950977.987658646,28456498.27924379,23950977.987658646,33562582.73263168,39825717.69565188,127773757.71944456,192224808.57202026,64566311.330200195,54042035.977692865
M755T458_NEG,755.2457255088898,755.2435001847393,755.247434592741,458.1941833496094,456.6172180175781,460.655,21,9,3,3,1,2,1,2,3497017.457419575,3785034.5638703154,4228180.598230171,886851.9873593684,4170667.0236829836,1839578.7293242153,4453748.089351156,2204926.0026835883,3832249.986881838,1575069.5923502604,392396.69033258694,890489.3066300226,7236086.044978201,6965836.35996093,6230015.748750589,NA,1354196.8639804628,NA,566105.0907528405,959682.9191548278,NA,3471643.932808584,2904800.402260737,7292091.415575526
M755T194_NEG,755.3982766132732,755.3982766132732,755.3982766132732,194.03497314453125,194.03497314453125,194.03497314453125,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741518.0407031248,NA,NA,NA
M756T70_NEG,755.5063520919407,755.5062204947482,755.5079375789012,70.00035095214844,69.0636,70.0444564819336,3,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961662.2083294645,NA,NA,NA,NA,589883.3497312508,NA,NA,641075.4538237501,NA,NA,NA,NA
M756T523_1_NEG,755.726602950703,755.7247885855204,755.7273992608356,522.8749084472656,521.8502197265625,525.29693603515625,24,9,3,3,3,2,2,2,29885129.115475904,6929171.9169559665,33552305.524546918,6316685.008355186,34611137.40513008,16814123.492438633,33299825.587458275,19098701.35627119,35089196.95234895,32421547.648243047,22405620.364039026,24203440.90184419,34595372.342856444,43413859.385939986,60633859.67806636,14893446.09202661,17839554.462349504,14893446.09202661,20125792.59957904,24181447.847245112,78154006.85338198,117320692.00155291,36559626.633523956,33416363.437570304
M756T154_NEG,756.0464181021568,756.0452127307982,756.0474666163707,153.70521875,147.71661376953125,171.2054901123047,12,3,2,2,0,2,1,2,1418504.0275488282,NA,NA,NA,NA,812448.2487968759,2740419.277431491,NA,NA,2689617.6426233263,NA,2183917.9880024423,2344907.765197917,NA,1442916.9142901795,NA,NA,NA,2274429.8735299483,855476.4408222645,823038.621117186,NA,1441844.0491000013,1440104.6731009611
M756T387_NEG,756.1766305901931,756.1751684841637,756.1778239812181,387.1987609863281,386.177,389.13079833984375,13,3,3,0,3,2,1,1,1254501.3164062544,NA,NA,NA,788906.7044374996,NA,1422087.1782812586,NA,NA,1560590.6882829845,1369804.067649307,1181009.548809372,NA,NA,NA,949218.75706473,1294690.9023385425,949218.75706473,1286723.4210965869,1303981.1875731058,782115.3968906259,NA,1772082.879628551,NA
M756T523_2_NEG,756.2249473889221,756.2235360134994,756.2263000105567,522.8863525390625,521.8502197265625,525.29693603515625,24,9,3,3,3,2,2,2,28454496.866492514,7477266.574689581,33496494.516481932,5823900.265499981,32060679.355557736,15763240.995089304,32462860.831217654,18328858.28102924,31603703.22419145,30209610.76899252,20624296.62521742,22700778.231693216,30088869.629190326,41597545.0580039,55631464.35116983,13472655.466380194,16573588.659780487,13472655.466380194,18462118.233707078,21250543.89301845,75163632.92555176,104458392.31770806,35210705.183021724,29737153.93876707
M756T458_NEG,756.2483012446914,756.2478014246815,756.249598404514,458.2615661621094,456.0901184082031,459.6662902832031,8,4,0,3,0,0,0,1,NA,1098310.9700284149,862690.890051137,NA,722679.4570446445,NA,943219.4725078074,NA,NA,NA,NA,NA,2314075.299545447,1536712.6536023382,1199402.7947916726,NA,NA,NA,NA,NA,NA,NA,NA,1720695.7979749963
M756T143_NEG,756.2878292910365,756.2878292910365,756.2878292910365,142.50030517578125,142.50030517578125,142.50030517578125,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474407.59972500126,NA,NA,NA,NA,NA
M756T134_NEG,756.3071234828227,756.3051830327818,756.3087028546217,133.61448669433594,132.43325805664062,143.16815185546875,14,4,2,2,2,2,2,0,NA,NA,504378.65361328196,602590.2610249991,688528.0884151794,NA,463297.3254000015,NA,NA,NA,1065180.6856855496,693261.2284319202,702984.9754082034,681649.8270898447,NA,835838.0534869768,NA,835838.0534869768,993084.3341250008,731520.1198919262,1518031.3842861312,2211538.3189114598,NA,NA
M757T96_NEG,756.5638724589966,756.5638724589966,756.5638724589966,96.20357513427734,96.20357513427734,96.20357513427734,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438808.0630478124,NA,NA,NA,NA
M757T523_1_NEG,756.7258628956249,756.7236838007144,756.7274876560514,522.9229562988281,521.04339599609375,525.29693603515625,24,9,3,3,3,2,2,2,13616682.961329551,1820698.9383750148,15504718.679805323,2276864.9495162694,14810949.702924147,7421354.9878494125,16058398.342813263,8281971.652781269,15222264.193770126,15426674.45460701,9890588.19327343,11095130.480171893,15194440.144995138,19820501.03921408,23715165.654670425,6565684.402860373,7688436.17965185,6565684.402860373,8673883.176729506,10787014.854527349,34666558.36764742,52771837.69090457,16385061.658392953,14469082.713452304
M757T152_NEG,757.04228732843,757.0410036516458,757.0435478445091,152.296,147.32647705078125,166.94775390625,21,6,3,3,1,2,0,2,3680602.358726562,NA,4088670.500544917,NA,5437093.897812499,NA,3153120.4769322868,2016748.9759939897,3047500.36381875,4854674.989890195,3743486.6782127805,6150433.377339169,4092170.7339218794,2545048.4872684698,3880878.9302708334,NA,2059374.0463211823,NA,4578964.239149358,3186897.055817711,NA,NA,3300339.639781252,2592086.581744795
M757T523_2_NEG,757.2268351359968,757.2249074101852,757.2277487046683,522.94891357421875,521.53106689453125,524.94500732421875,22,7,3,3,3,2,2,2,5799235.400866527,NA,6923024.980986361,NA,6120932.342739248,1508566.6804583382,6382304.9875581125,2830111.194238286,6393514.121750045,6083619.5958706085,3134380.827028463,4566733.471603602,6731641.341578122,8130513.99292184,10268722.568839293,1933848.372514853,2560167.761151455,1933848.372514853,3014635.7076417324,3395825.2557916557,13831532.524065832,20706939.303658586,6449924.627859384,5651567.220041301
M757T133_NEG,757.3092737844546,757.3092737844546,757.3092737844546,132.65087890625,132.65087890625,132.65087890625,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846716.7231986595,NA,NA
M757T94_NEG,757.4655944417577,757.4649925447738,757.4661963387415,94.02114486694336,93.6015396118164,94.44075012207031,2,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643035.8012203142,726840.268438125,NA,NA
M758T523_NEG,757.7265306649199,757.725516838743,757.7289635228543,522.9713134765625,521.3919677734375,524.0250244140625,11,4,1,2,0,1,2,1,NA,NA,1342178.8639781268,NA,1757073.6634625006,NA,1394647.5213398333,NA,1182577.9908632839,1311562.0898549166,NA,NA,1455406.0258984312,NA,3182404.3864257867,NA,NA,NA,913218.4744242218,NA,2998591.635000006,5394187.4897968825,1374965.9705223204,NA
M758T152_NEG,758.0432673056036,758.0425283873471,758.04400622386,151.7450714111328,147.37374877929688,156.11639404296875,2,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,470351.8841601573,724232.142210937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M758T271_NEG,758.2729524783477,758.2716995100186,758.275203685114,270.9708557128906,268.1999816894531,272.95819091796875,13,5,2,1,2,1,2,0,652928.58742871,NA,NA,778753.8116775586,NA,NA,360863.3379749981,689629.9612566993,808205.1115529537,NA,4555516.470621876,1262264.6568359367,1709615.2380295221,NA,NA,5941296.131024279,NA,5941296.131024279,NA,383619.0392968717,3259122.922300783,3242476.291013216,NA,NA
M758T203_NEG,758.2737329939562,758.2723098010879,758.2755860698206,202.56423950195312,201.3526153564453,203.3883056640625,7,2,0,1,1,0,2,1,391572.1318640622,NA,NA,NA,NA,NA,NA,NA,608738.6775374999,NA,NA,NA,850415.57357118,NA,NA,NA,506698.3965625003,NA,NA,NA,1671842.0069859345,2545694.7032597656,1576789.8903053994,NA
M758T134_NEG,758.3035854903632,758.3035854903632,758.3035854903632,133.57516479492188,133.57516479492188,133.57516479492188,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033447.2936685263,NA,NA
M758T249_NEG,758.3107578483367,758.3101041164575,758.3110074902379,249.30657958984375,247.3502197265625,249.45391845703125,3,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316264.3529328136,1701191.5403859382,1155596.8442250006,NA
M758T195_NEG,758.4969281470344,758.4969281470344,758.4969281470344,194.74375915527344,194.74375915527344,194.74375915527344,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2349376.5431579477
M758T184_NEG,758.4970717045235,758.4970717045235,758.4970717045235,183.80429077148438,183.80429077148438,183.80429077148438,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2217777.5033093756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M759T96_NEG,758.5428168472432,758.5409584573215,758.544516733721,96.12792587280273,88.46537017822266,97.16778564453125,24,9,3,3,3,2,2,2,7314371.2274374915,4171675.0320164096,9405534.811222456,6626856.837000852,11253914.349634113,7391490.71603142,11283546.497933727,7756785.964751561,11138718.527172344,16051750.322439115,13907287.644119844,14857400.655690419,22404842.939215887,11854207.431435198,11915691.103774391,11613287.989744997,10975074.44667047,11613287.989744997,10921949.376206253,19336102.727023024,18790068.130633343,16030880.720776375,9249124.514390793,12374697.74270864
M759T76_NEG,758.542527146565,758.5411286432675,758.5433591244918,75.653045654296875,57.15859910888672,77.2359619140625,13,3,2,1,1,2,2,2,NA,2159956.2304185284,NA,5929688.121748077,6451852.553717503,NA,NA,NA,NA,9574512.850502944,NA,6983486.857115237,NA,NA,5578187.0922017135,NA,5258687.175927083,NA,7148105.454624262,10251014.12193073,10252587.046171876,9725770.751327114,5653778.451060506,6290875.792136721
M759T153_NEG,759.0388521077588,759.0388521077588,759.0388521077588,153.10824584960938,153.10824584960938,153.10824584960938,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649739.367280382,NA,NA,NA,NA,NA,NA,NA,NA,NA
M759T525_NEG,759.2316438506958,759.2294573444512,759.2328063663335,525.06964111328125,515.85601806640625,530.086669921875,7,3,1,1,0,2,0,0,492732.78489062766,NA,NA,NA,491608.4336718775,NA,NA,NA,437924.34139322845,NA,NA,618984.2799730896,655940.3917500057,NA,NA,NA,NA,NA,589421.1181470166,666425.776325002,NA,NA,NA,NA
M759T270_NEG,759.2759134540911,759.2753772909508,759.2768853146209,270.4402770996094,268.979,271.10113525390625,6,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822612.1581625051,331051.4433984383,NA,NA,NA,2147920.4616367137,NA,2147920.4616367137,NA,NA,1274607.3289821458,1158593.6325937465,NA,NA
M759T248_NEG,759.3123560369589,759.3123560369589,759.3123560369589,248.36801147460938,248.36801147460938,248.36801147460938,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342535.1599906247,NA
M759T72_NEG,759.4807769790492,759.4807769790492,759.4807769790492,72.35252380371094,72.35252380371094,72.35252380371094,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183536.8501331238,NA,NA
M759T167_NEG,759.4804871433334,759.4804871433334,759.4804871433334,166.98072814941406,166.98072814941406,166.98072814941406,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483196.9837597644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M760T75_NEG,759.5444304377337,759.5414928426522,759.5462990805282,74.84867858886719,68.93760681152344,76.66395568847656,7,1,1,1,0,0,2,2,NA,766099.4059960924,NA,NA,NA,NA,NA,NA,NA,4245578.211244645,NA,NA,NA,3099442.870389575,NA,NA,NA,NA,NA,NA,5166472.470160744,4420066.416518353,3161388.6960993484,2783267.9680687515
M760T96_NEG,759.54519814819,759.5441168698959,759.5475810742682,96.18058776855469,88.46537017822266,96.45838928222656,24,9,3,3,3,2,2,2,3469013.1217698315,1693671.4405550002,4021830.701631873,3045145.132863283,5228008.571935818,2710477.043956445,4537990.991853123,3535346.722378906,4206443.616180049,6697282.830200302,6038514.010585939,6362519.314394051,10210355.312702607,4885771.534692813,5543696.202349412,5158718.685314687,4285389.055875586,5158718.685314687,4113625.0456153103,8148313.215698971,8539564.754403412,7576992.2811469305,4222771.9985143235,6211430.153902678
M760T503_1_NEG,759.7166924211228,759.7150801754358,759.7181292389398,503.0717838134766,500.711669921875,505.8934020996094,4,1,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,427023.1652649716,NA,NA,NA,263786.6470218745,NA,NA,NA,NA,NA,NA,411577.32066650334,397894.9608125013,NA,NA,NA,NA
M760T503_2_NEG,760.2182123945222,760.2175326104682,760.2188921785762,502.51377868652344,501.1673278808594,503.8602294921875,2,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229932.91396406127,NA,NA,NA,NA,NA,NA,NA,282432.0478524315,NA,NA,NA,NA,NA
M760T523_NEG,760.2386365628693,760.2364072289766,760.2400386528575,522.72393798828125,521.04339599609375,525.29693603515625,24,9,3,3,3,2,2,2,502052272.1748165,193616159.64546856,542354015.7056334,304510966.0141825,539396493.1983086,449574360.15889204,541609478.975195,452129803.6921923,545993939.7226267,521866826.3844293,446262525.05084676,458504017.6944388,605410052.4952829,655149525.2718948,739400273.8649515,391363144.56015795,418737879.6986318,391363144.56015795,412517916.6973813,450796280.95010763,806723274.0892386,993362950.476773,634452599.1549169,583247635.3786348
M760T271_NEG,760.2740943559794,760.2740943559794,760.2740943559794,271.10113525390625,271.10113525390625,271.10113525390625,2,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636979.6571158876,NA,636979.6571158876,NA,NA,NA,NA,NA,NA
M760T294_NEG,760.3260920542622,760.3260920542622,760.3260920542622,294.1837463378906,294.1837463378906,294.1837463378906,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501060.76116964326,NA
M761T96_NEG,760.5491841573928,760.5467336544735,760.5501629310124,96.15350723266602,93.27360534667969,97.16778564453125,18,5,3,3,3,2,1,1,726199.8224696886,NA,999343.8848544641,NA,1471445.6041600008,NA,1278077.0710607131,NA,997222.4490997776,1567004.684962499,1227155.8079029014,1330748.7626477417,2733187.418539452,1523394.6945875015,1229258.1966953138,1250779.7035916667,1089129.1814507823,1250779.7035916667,987352.4513178571,1830522.3612223938,NA,1141790.2174215633,NA,1444061.0302781255
M761T75_NEG,760.5453432998318,760.5418355197015,760.5468114771738,74.796905517578125,67.8169174194336,75.75960540771484,9,2,1,3,0,1,1,1,NA,NA,NA,NA,NA,NA,664694.3971398436,NA,686732.9361281255,NA,715217.1755128911,NA,1262443.9775642857,692751.5533958337,705164.196969084,NA,NA,NA,503109.39632161456,NA,NA,1167706.8666830366,NA,976749.2862273438
M761T488_NEG,760.682204614113,760.682204614113,760.6824370360697,488.4526062011719,488.4526062011719,490.79083251953125,3,0,0,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431575.25103841187,NA,431575.25103841187,NA,NA,NA,432874.51298611035,NA,NA
M761T523_1_NEG,760.7402750181762,760.7379175536922,760.7419274176372,522.72393798828125,521.04339599609375,525.29693603515625,24,9,3,3,3,2,2,2,304253546.134171,115028040.91314426,329317783.3573727,183922462.56005648,334674123.8476393,268103954.00084764,335449026.1775734,272546144.5229801,327702077.06064695,324783846.4880687,271861148.1880425,279954298.5109511,371612486.0849205,389319695.08102125,432489288.02996624,237365757.3240133,253758344.71365142,237365757.3240133,257109351.08108118,269441142.0294469,493791288.2222544,601132912.4223733,389232713.97237515,354004103.8575288
M761T523_2_NEG,761.2401832516318,761.2392469970022,761.243139068117,522.72393798828125,521.04339599609375,525.29693603515625,24,9,3,3,3,2,2,2,143894677.03129846,55027559.76743148,152355078.9404158,89173590.60083325,152317280.00901917,129317060.57431324,154079470.06070888,127017950.5654071,143921323.9656154,143830908.100701,129197718.63989295,126200733.96018365,165355996.23688376,178338870.9782686,193657968.5015627,109973786.5848496,114391428.33087593,109973786.5848496,112529541.62809482,123010147.13048482,233237713.0593642,270902849.67148846,176841713.28576034,158832091.7796266
M761T223_NEG,761.2773465819795,761.2762910961783,761.2782911899887,222.85960388183594,222.65057373046875,224.7908935546875,3,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344599.3512281255,NA,NA,NA,NA,NA,NA,NA,NA,NA,674753.6341909735,936921.6310644536
M761T286_NEG,761.3842542744205,761.383375043485,761.3865336380735,285.59861755371094,270.9351501464844,288.1193542480469,12,1,0,3,2,1,1,2,NA,893382.8578759746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476430.993524557,421364.7014062503,826243.9883779305,712179.1447708358,NA,712179.1447708358,424234.80996353965,NA,NA,314016.5546578128,322589.02173437516,561095.1306328113
M761T95_NEG,761.4979447809476,761.4957317363841,761.4999620475362,94.83686065673828,92.8204574584961,95.27509307861328,16,5,1,3,3,1,2,1,700554.4163781244,NA,995127.4370023432,NA,867246.0258281248,NA,712562.6413724988,953471.4994406244,NA,NA,NA,792053.8846874993,673097.6256278122,2345266.8365720995,670966.2865751568,837786.9041557823,1547159.1767946435,837786.9041557823,1144832.7457187506,NA,2819808.772113869,4024926.0487187468,973931.1449962497,NA
M761T72_NEG,761.4975879404425,761.4952056447544,761.498798843786,71.952239990234375,69.3051986694336,73.31758880615234,12,5,0,2,1,2,2,0,NA,NA,1385108.5473604184,NA,1019814.5437000002,NA,1098630.3491667958,786970.3715493743,874405.7416874985,NA,NA,NA,NA,1416767.586785156,1636781.3377468726,NA,1778642.1434812474,NA,1669392.2158031245,912875.749016874,2368393.1670623044,2825341.656612888,NA,NA
M762T523_1_NEG,761.7429439847128,761.7406187047374,761.7451216342288,522.8094482421875,521.04339599609375,525.29693603515625,24,9,3,3,3,2,2,2,49266943.81685459,17421904.99044118,47495883.74256388,28806629.27704678,49724935.72264777,42712092.96755562,50615105.88782647,45055354.78397149,52394044.67054656,47899454.42624991,43026045.970091596,42767420.495052114,56315963.11657498,62431402.3573585,68273094.51690404,38103203.31931029,40772412.30621436,38103203.31931029,37860265.587174565,43616720.35621347,79565223.62162615,84723779.15365437,59517031.834648475,54438622.21457868
M762T523_2_NEG,762.2440954161939,762.2421846403627,762.2457687429235,522.72393798828125,521.04339599609375,525.29693603515625,24,9,3,3,3,2,2,2,12745932.829589834,4252798.866549091,14426733.248708805,7299273.122607103,14824714.921774665,12580085.712783683,14319814.479688944,12234394.258653989,15351608.763912862,13535772.425541675,11607573.853944808,12563578.208921008,16461540.469364174,17638528.453088887,18831528.42911361,10144198.145667762,11105961.681175007,10144198.145667762,10758477.012854183,11574352.140338272,22107165.737282734,25648412.22418593,16462537.558756988,15047426.867671864
M762T436_NEG,762.2347913233849,762.2319078228581,762.2416259999364,435.6341552734375,434.69012451171875,451.9749755859375,11,4,0,3,0,1,2,1,698916.2463999966,4158510.9816750125,NA,NA,495767.0891812524,NA,NA,NA,881838.4231125049,NA,NA,NA,1076465.6648375008,2200591.0645547006,1256935.6282857128,NA,NA,NA,NA,1602312.3495607595,2176014.899455364,2337369.2486718767,NA,2610420.901311526
M762T286_NEG,762.3880467564122,762.3880467564122,762.3880467564122,286.1162414550781,286.1162414550781,286.1162414550781,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275164.63733750064,NA,NA,NA,NA,NA
M762T521_NEG,762.407122470741,762.407122470741,762.407122470741,521.0755615234375,521.0755615234375,521.0755615234375,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645216.2884124938,NA,NA,NA,NA,NA,NA,NA,NA,NA
M762T118_NEG,762.4913109820986,762.4913109820986,762.4913109820986,118.27906799316406,118.27906799316406,118.27906799316406,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332620.10305781185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M763T95_NEG,762.5013441645663,762.5002199880885,762.5021609274332,94.87630081176758,93.34930419921875,95.27509307861328,4,1,0,1,0,0,2,0,NA,NA,NA,NA,404117.19982031244,NA,NA,NA,NA,NA,NA,NA,NA,884033.2067328148,NA,NA,NA,NA,NA,NA,971460.9640476585,1101623.3177031258,NA,NA
M763T73_1_NEG,762.5009057374457,762.5003851462614,762.5024530455394,72.7959,69.3051986694336,73.31758880615234,3,0,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622467.2396994783,NA,NA,NA,NA,NA,NA,NA,NA,1184356.2622545576,1029147.5742796873,NA,NA
M763T523_1_NEG,762.7457044175238,762.7430352953758,762.7464714620934,522.8749084472656,518.9833984375,526.30194091796875,22,7,3,3,3,2,2,2,3017086.720734363,NA,2551810.316463048,1948810.167665259,2655972.6117455247,1473554.879331607,NA,889550.6198100555,2315500.7908711056,2040731.7935369392,1812760.5880376454,1821472.0335208229,4126691.985843735,3721022.871015629,4701618.22774941,1931876.1601874973,2018243.0730322301,1931876.1601874973,1834932.8429062355,2108551.574090895,4016656.8496093745,5061910.250823449,3285969.51819447,2736625.563714283
M763T522_NEG,762.9116442400341,762.9101666583854,762.9126096279283,522.2561950683594,521.0755615234375,522.74554443359375,4,1,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,380620.93324062304,NA,NA,NA,NA,NA,NA,NA,419404.7935898397,NA,361248.51464062376,NA,NA,NA,445763.5022039021,NA,NA,NA
M763T459_NEG,763.1850617655597,763.1810211914078,763.1909997216941,458.54998779296875,454.5945739746094,463.6693115234375,19,6,3,2,1,2,2,2,1365646.6366503898,48065715.19288291,1371159.3693749995,NA,2196310.2764162957,NA,NA,1051061.9016757787,1938596.6415096181,1873796.0994264304,418171.5123214307,646832.5610531262,1605271.8315657594,4997077.859305736,NA,NA,1986107.046515623,NA,918596.2982744117,1524256.1127539054,4757889.874379694,17080368.8704681,2576626.4209448537,2348217.7070859405
M763T513_NEG,763.2076238286006,763.2075022470551,763.207745410146,513.3153076171875,512.79833984375,513.832275390625,2,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089648.0673611157,1193023.781169919,NA,NA
M763T186_NEG,763.2261598408838,763.2253228485897,763.2281408481869,185.77249145507812,184.57264709472656,189.16403198242188,21,8,3,2,3,1,2,2,2455683.0879119327,4370755.825163358,2366524.173048176,NA,2307487.161660159,1607034.253470171,2594665.235179033,2507060.228695316,2619005.088722354,679458.722088869,1256630.633372397,2109540.3099588077,2977536.0657656286,4355747.373401788,NA,1206468.569208984,2873946.850199873,1206468.569208984,1674424.5358139197,NA,5239101.225218193,5029833.058574485,855267.5478056645,5612147.507636716
